aptCode,aptName,dongCode,dongName,buildYear,jibun,lat,lng,img,avgDealAmount,totalDealCount
1498,미성,1135010200,월계동,1986,13,37.6244076,127.0655937,NULL,44554,79
1499,사슴3,1135010200,월계동,1995,320-11,37.6316963,127.0598354,NULL,26344,48
1500,유원,1135010200,월계동,1998,880,37.6295628,127.0452647,NULL,29979,8
1501,풍림아파트B,1135010300,공릉동,2001,727,37.6282818,127.0690945,NULL,20992,13
1502,임성아파트,1135010300,공릉동,1997,389-13,37.6272472,127.0757189,NULL,35200,2
1503,삼익아파트,1135010300,공릉동,1995,737,37.626823,127.0817341,NULL,37596,52
1504,현대성우아파트,1135010300,공릉동,2000,741,37.6264957,127.0774298,NULL,38632,19
1505,동부아파트,1135010300,공릉동,1996,705,37.6280519,127.0782557,NULL,39638,24
1506,태강아파트,1135010300,공릉동,1999,81,37.6233407,127.0830434,NULL,35798,116
1507,풍림아파트A,1135010300,공릉동,2001,725,37.6290499,127.0667534,NULL,54259,81
1508,우방아파트,1135010300,공릉동,2000,108,37.6266384,127.0872092,NULL,46680,27
1509,시영3차(라이프)아파트,1135010300,공릉동,1994,715,37.6272665,127.0685419,NULL,26669,50
1510,청솔아파트9,1135010300,공릉동,2000,90,37.6213463,127.0849529,NULL,55338,8
1511,한일휴니스빌,1135010300,공릉동,2013,683-14,37.6175347,127.0741865,NULL,13027,11
1512,청솔브레씽A동,1135010300,공릉동,2003,380-56,37.6263182,127.0708874,NULL,29000,1
1513,대아아파트1차,1135010300,공릉동,1997,740,37.6238783,127.0789484,NULL,34090,5
1514,세영아파트,1135010300,공릉동,2006,576-11,37.6212687,127.0737403,NULL,31500,1
1515,신성미소지움아파트,1135010300,공릉동,2004,756,37.6247706,127.0809425,NULL,50227,11
1516,화랑타운아파트,1135010300,공릉동,2000,111,37.6234019,127.0884994,NULL,57991,33
1517,미라쉘,1135010300,공릉동,2018,670-6,37.6182324,127.0763006,NULL,15767,3
1518,시영2단지(라이프)아파트,1135010300,공릉동,1994,707,37.63054570000001,127.0665319,NULL,24539,35
1519,대동아파트,1135010300,공릉동,1999,604-11,37.6195174,127.0725194,NULL,35850,6
1520,동신아파트,1135010300,공릉동,1999,745,37.628077,127.0768608,NULL,46122,25
1521,현대아파트,1135010300,공릉동,1984,230,37.6260528,127.0834938,NULL,42900,2
1522,하늘공원아파트(103동),1135010300,공릉동,2007,222-15,37.624732,127.080278,NULL,35250,2
1523,삼익2차아파트,1135010300,공릉동,2004,754,37.6258436,127.0803516,NULL,39900,7
1524,하늘공원,1135010300,공릉동,2006,222,37.6252315,127.0803115,NULL,34400,2
1525,신원아파트,1135010300,공릉동,2000,370-4,37.6277356,127.0750309,NULL,37117,9
1526,하나플러스,1135010300,공릉동,2004,587-8,37.6218523,127.077622,NULL,39800,3
1527,동아하이빌아파트,1135010300,공릉동,2002,609-57,37.61862139999999,127.0727038,NULL,31400,3
1528,건영장미아파트,1135010300,공릉동,1999,744,37.6290763,127.0753632,NULL,38706,9
1529,우성,1135010400,하계동,1988,270,37.6366317,127.066364,NULL,68700,25
1530,한신1,1135010400,하계동,1988,284,37.6378958,127.0686347,NULL,25168,51
1531,한신2,1135010400,하계동,1988,284,37.6378958,127.0686347,NULL,31031,8
1532,극동,1135010400,하계동,1988,271-3,37.6354318,127.0644563,NULL,44592,33
1533,하계2현대,1135010400,하계동,1997,288,37.6445702,127.0718964,NULL,61877,39
1534,현대,1135010400,하계동,1988,270,37.6366317,127.066364,NULL,63424,33
1535,학여울청구,1135010400,하계동,1999,354,37.6362848,127.0613593,NULL,58603,51
1536,동아불암,1135010500,상계동,1999,1285,37.6669249,127.0797349,NULL,42146,32
1537,보람1단지,1135010500,상계동,1988,639,37.66624669999999,127.0649923,NULL,33539,98
1538,수락리버시티4단지,1135010500,상계동,2009,1313,37.6859148,127.0535291,NULL,46236,11
1539,상계주공2(고층),1135010500,상계동,1987,740,37.6498073,127.0587425,NULL,43292,85
1540,극동늘푸른,1135010500,상계동,2000,1128,37.677394,127.0571539,NULL,43707,15
1541,상계주공9(고층),1135010500,상계동,1988,670,37.6628519,127.0602666,NULL,39311,125
1542,두산,1135010500,상계동,1994,1110,37.6773709,127.0531456,NULL,36177,43
1543,상계주공4(고층),1135010500,상계동,1988,749-5,37.6500476,127.0622139,NULL,38923,92
1544,상계대림e편한세상,1135010500,상계동,2002,1301,37.6746488,127.0508903,NULL,39300,9
1545,미라보(성림),1135010500,상계동,2006,1320,37.67480279999999,127.0730618,NULL,29786,14
1546,은빛2단지,1135010500,상계동,1998,1256,37.6799133,127.0534466,NULL,32356,72
1547,상계현대1차,1135010500,상계동,1993,1055,37.6729023,127.052766,NULL,39250,15
1548,한신2차,1135010500,상계동,1988,451,37.6647538,127.0680815,NULL,32062,24
1549,상계주공10(고층),1135010500,상계동,1988,666,37.6629991,127.05545,NULL,43222,97
1550,보람2단지,1135010500,상계동,1988,639,37.66624669999999,127.0649923,NULL,44468,50
1551,상계주공7(고층),1135010500,상계동,1988,691,37.6601098,127.0623752,NULL,44694,127
1552,성원상떼빌,1135010500,상계동,1999,1283,37.6603102,127.0658341,NULL,37436,11
1553,상계주공3(고층),1135010500,상계동,1987,730-2,37.6523009,127.0606024,NULL,55894,114
1554,상록수2단지,1135010500,상계동,2002,1297,37.6782155,127.0519627,NULL,38300,1
1555,상계대림,1135010500,상계동,1989,172,37.6628609,127.0743923,NULL,38936,37
1556,상계현대3차,1135010500,상계동,1999,1063,37.6714097,127.0530343,NULL,45842,19
1557,불암현대,1135010500,상계동,1999,1293,37.6677865,127.0812704,NULL,44332,30
1558,수락파크빌,1135010500,상계동,2001,1269,37.6792495,127.0568526,NULL,61081,16
1559,상계주공5(저층),1135010500,상계동,1987,721,37.6527189,127.0645625,NULL,43041,70
1560,상계주공1(고층),1135010500,상계동,1988,765,37.647927,127.0606824,NULL,36547,105
1561,상계주공16(고층),1135010500,상계동,1988,624,37.6686255,127.0533712,NULL,33562,95
1562,상계주공14(고층),1135010500,상계동,1989,626,37.669162,127.0585888,NULL,32235,106
1563,벽산,1135010500,상계동,1989,173-1,37.6612726,127.0726949,NULL,29394,99
1564,수락산늘푸른,1135010500,상계동,2009,1317,37.6764776,127.056924,NULL,57917,3
1565,한신4차,1135010500,상계동,1995,995,37.6728031,127.0590483,NULL,37700,20
1566,은빛1단지,1135010500,상계동,1998,1255,37.6814892,127.0537826,NULL,30368,79
1567,한신3차,1135010500,상계동,1990,458,37.6662587,127.0674235,NULL,37150,17
1568,수락리버시티3단지,1135010500,상계동,2009,1312,37.6876147,127.0542784,NULL,47821,19
1569,상계1차중앙하이츠,1135010500,상계동,1997,1279,37.653315,127.0687266,NULL,52538,26
1570,동진,1135010600,중계동,1988,103,37.6521505,127.0818994,NULL,15400,15
1571,중계3우성,1135010600,중계동,1999,585,37.6524558,127.0729009,NULL,55200,12
1572,중계그린1단지,1135010600,중계동,1990,502-1,37.644231,127.0634009,NULL,34483,189
1573,현대(3차),1135010600,중계동,1992,576,37.6504243,127.0816951,NULL,42957,7
1574,롯데우성아파트,1135010600,중계동,1993,361-1,37.6468513,127.0727677,NULL,89550,38
1575,주공2,1135010600,중계동,1992,369,37.6574623,127.0786935,NULL,27095,84
1576,현대(6차),1135010600,중계동,2018,34-5,37.6454488,127.0825043,NULL,48214,22
1577,중계무지개,1135010600,중계동,1991,512,37.6428027,127.0664601,NULL,32582,146
1578,주공7,1135010600,중계동,1993,363-1,37.6470671,127.0797284,NULL,29155,35
1579,한화꿈에그린,1135010600,중계동,2005,598,37.6474129,127.0833005,NULL,59093,38
1580,주공6,1135010600,중계동,1993,364-12,37.6484769,127.0784226,NULL,31947,31
1581,금호타운(583),1135010600,중계동,1997,583,37.6469949,127.0813419,NULL,41591,29
1582,상아,1135010600,중계동,1989,505,37.6387354,127.0624762,NULL,53812,24
1583,중앙하이츠1,1135010600,중계동,1998,161-1,37.6598466,127.0765242,NULL,48530,22
1584,정진아트리움,1135010600,중계동,2008,137-39,37.6620064,127.0755034,NULL,36000,1
1585,대우,1135010200,월계동,1998,775,37.6331527,127.051441,NULL,52475,12
1586,동신,1135010200,월계동,1983,436,37.6170175,127.0611858,NULL,47333,21
1587,동원베네스트,1135010200,월계동,2005,940,37.6318189,127.0584822,NULL,41900,9
1588,성원(사슴4),1135010200,월계동,1995,322-1,37.6292875,127.0626221,NULL,33647,35
1589,청백3,1135010200,월계동,1998,780,37.63171579999999,127.0501179,NULL,26215,24
1590,청백4,1135010200,월계동,1998,781,37.631655,127.0516345,NULL,29442,25
1591,초안산쌍용스윗닷홈,1135010200,월계동,2006,945,37.630547,127.0444069,NULL,43256,5
1592,한일1,1135010200,월계동,1999,926,37.6218998,127.0613646,NULL,47300,5
1593,효성아파트,1135010300,공릉동,1995,742,37.6211531,127.0882845,NULL,50489,23
1594,서경하누리아파트,1135010300,공릉동,2005,493-20,37.6235332,127.0726202,NULL,27500,2
1595,효성화운트빌아파트,1135010300,공릉동,2000,106,37.6276618,127.0867254,NULL,70055,31
1596,우성아파트(102동),1135010300,공릉동,2005,569-28,37.6222166,127.07305,NULL,31500,1
1597,길성그랑프리텔아파트,1135010300,공릉동,2003,753,37.6277209,127.0708643,NULL,42883,6
1598,청솔아파트8,1135010300,공릉동,2000,91,37.6232629,127.086018,NULL,53471,19
1599,두산힐스빌아파트,1135010300,공릉동,2000,747,37.6210119,127.0799557,NULL,52145,26
1600,공릉우성아파트,1135010300,공릉동,1995,738,37.6285981,127.0726411,NULL,39770,10
1601,신도1차아파트,1135010300,공릉동,2002,748,37.6276091,127.0699367,NULL,54847,15
1602,삼익아파트,1135010300,공릉동,1997,690-2,37.61834229999999,127.0722735,NULL,NULL,NULL
1603,청구,1135010400,하계동,1988,284,37.6378958,127.0686347,NULL,54786,25
1604,우방,1135010400,하계동,1999,353,37.6375943,127.0771679,NULL,39740,15
1605,하계1청구,1135010400,하계동,1997,251,37.6392243,127.0715448,NULL,64290,25
1606,장미(시영6),1135010400,하계동,1989,273,37.6336102,127.0678022,NULL,34024,127
1607,건영,1135010400,하계동,1988,271-3,37.6354318,127.0644563,NULL,41124,33
1608,상계주공6(고층),1135010500,상계동,1988,720,37.653688,127.064743,NULL,44512,146
1609,대림,1135010500,상계동,1988,695,37.6596804,127.0575729,NULL,68750,15
1610,상계주공14(저층),1135010500,상계동,1989,626,37.669162,127.0585888,NULL,47443,7
1611,금호타운,1135010500,상계동,1995,1270,37.6670958,127.0687856,NULL,38700,6
1612,상계주공1(저층),1135010500,상계동,1988,765,37.647927,127.0606824,NULL,49360,5
1613,청암2단지,1135010500,상계동,2001,1276,37.6630759,127.0786003,NULL,32453,45
1614,수락한신,1135010500,상계동,1997,1277,37.6737992,127.060022,NULL,39638,13
1615,상록수1단지,1135010500,상계동,2002,1296,37.677088,127.0514714,NULL,31375,4
1616,한일유앤아이,1135010500,상계동,2005,1309,37.6541806,127.0710889,NULL,49800,14
1617,대창센시티,1135010500,상계동,2002,1302,37.6713755,127.0512426,NULL,40140,5
1618,상계주공12(고층),1135010500,상계동,1988,647,37.6660832,127.0592794,NULL,36449,79
1619,코오롱,1135010500,상계동,1997,1281,37.6527573,127.0697648,NULL,46169,13
1620,상계주공13(고층),1135010500,상계동,1989,637,37.6676435,127.0620719,NULL,29563,37
1621,수락산벨리체,1135010500,상계동,2000,1265,37.6815142,127.0565768,NULL,66830,20
1622,중계센트럴파크,1135010500,상계동,2016,1322,37.67480279999999,127.0730618,NULL,58637,19
1623,롯데(505),1135010600,중계동,1989,505,37.6387354,127.0624762,NULL,55195,21
1624,주공4,1135010600,중계동,1991,358-2,37.6554721,127.0769966,NULL,48438,41
1625,신일,1135010600,중계동,1998,589,37.658358,127.0747916,NULL,32100,2
1626,염광,1135010600,중계동,1996,445,37.65635839999999,127.0730439,NULL,46908,55
1627,주공5,1135010600,중계동,1992,359-1,37.6527131,127.0756028,NULL,47288,127
1628,건영2,1135010600,중계동,1991,515-2,37.64669749999999,127.0657247,NULL,49859,37
1629,건영재건축(586),1135010600,중계동,1998,586,37.6615575,127.0761607,NULL,41500,3
1630,현대1(4차),1135010600,중계동,1993,577,37.6486053,127.0848497,NULL,41271,14
1631,신동아(366),1135010600,중계동,1993,366,37.6519337,127.0795233,NULL,91097,15
1632,한화꿈에그린TheFirst,1135010600,중계동,2014,606,37.6514398,127.0831273,NULL,81038,13
1633,청구3,1135010600,중계동,1996,360-2,37.6496758,127.0745809,NULL,87056,40
1634,초안1,1135010200,월계동,1998,923,37.6328544,127.0442811,NULL,21636,25
1635,녹천역두산위브아파트,1135010200,월계동,2017,950,37.6277451,127.0568215,NULL,56884,16
1636,롯데캐슬루나,1135010200,월계동,2006,947,37.6265367,127.0496774,NULL,60075,34
1637,삼호3,1135010200,월계동,1986,13,37.6244076,127.0655937,NULL,55777,58
1638,삼창,1135010200,월계동,1984,448-3,37.6182774,127.0599704,NULL,36755,11
1639,삼호4,1135010200,월계동,1987,12,37.6264682,127.0643353,NULL,43110,36
1640,월계역신도브래뉴,1135010200,월계동,2005,942,37.6290993,127.0586774,NULL,44519,16
1641,월계흥화브라운빌,1135010200,월계동,2004,939,37.6315746,127.0440142,NULL,40864,11
1642,녹주아파트,1135010300,공릉동,2002,750,37.6204142,127.0727892,NULL,39833,3
1643,대동아파트2,1135010300,공릉동,1999,380-1,37.6265796,127.0699903,NULL,41657,7
1644,진명비베레,1135010300,공릉동,2012,395-7,37.6253732,127.0736645,NULL,8667,3
1645,한진아파트,1135010300,공릉동,2007,408-23,37.6253167,127.0788774,NULL,37600,2
1646,남청파인힐,1135010300,공릉동,2002,379-5,37.6262325,127.0713416,NULL,35750,2
1647,비콘아파트,1135010300,공릉동,2004,755,37.6217037,127.0793615,NULL,38125,4
1648,태릉우성아파트,1135010300,공릉동,1985,254,37.6245222,127.0848052,NULL,49786,22
1649,대아2차아파트,1135010300,공릉동,2000,492-1,37.6231709,127.0713548,NULL,44375,8
1650,보람노블레스아파트,1135010300,공릉동,2006,586-15,37.621656,127.0769391,NULL,32450,1
1651,대명아파트,1135010300,공릉동,1989,270-71,37.6201955,127.0813421,NULL,34459,16
1652,건영아파트,1135010300,공릉동,1998,404-3,37.6245328,127.0714002,NULL,34950,6
1653,한신동성,1135010400,하계동,1993,256-5,37.6404299,127.0753313,NULL,73903,29
1654,미성,1135010400,하계동,1989,280,37.6347792,127.069563,NULL,54845,31
1655,상계주공11(고층),1135010500,상계동,1988,652,37.665688,127.0557151,NULL,42871,76
1656,한신1차,1135010500,상계동,1987,135,37.6659209,127.0687958,NULL,27800,15
1657,대동황토방,1135010500,상계동,2001,1284,37.6573697,127.0712588,NULL,48779,7
1658,상계2차중앙하이츠,1135010500,상계동,1998,1282,37.655007,127.0682555,NULL,50278,39
1659,청암1단지,1135010500,상계동,2001,1275,37.66563,127.0792613,NULL,49617,9
1660,충효파크타운,1135010500,상계동,2006,407-7,37.6604593,127.0669112,NULL,26250,2
1661,상계신동아,1135010500,상계동,1995,463,37.6671334,127.0672799,NULL,39122,20
1662,중앙하이츠(5지역),1135010500,상계동,1996,1068,37.6720607,127.0517519,NULL,30160,5
1663,문수해오름,1135010500,상계동,2003,1303,37.653884,127.0702743,NULL,32825,4
1664,라이프,1135010600,중계동,1993,366,37.6519337,127.0795233,NULL,88600,10
1665,부강쉘브르,1135010600,중계동,2003,90-30,37.6501015,127.0846738,NULL,38000,1
1666,중앙하이츠2,1135010600,중계동,1998,161-1,37.6598466,127.0765242,NULL,40025,4
1667,삼성,1135010600,중계동,1999,593,37.6488695,127.0831376,NULL,49271,24
1668,삼창타워주상프라자,1135010600,중계동,1997,584-1,37.6590511,127.0728631,NULL,40458,6
1669,청구(366),1135010600,중계동,1993,366,37.6519337,127.0795233,NULL,91453,19
1670,경남아너스빌,1135010600,중계동,2002,597,37.6621585,127.0768549,NULL,50280,10
1671,장은하이빌,1135010200,월계동,2002,931,37.6205971,127.0618352,NULL,39075,4
1672,월계로즈빌(387),1135010200,월계동,2004,387,37.6226173,127.0591353,NULL,38500,1
1673,"공릉동 한보에센시티아파트",1135010300,공릉동,2000,743,37.6279793,127.080272,NULL,45568,25
1674,비선아파트,1135010300,공릉동,1999,109,37.62565170000001,127.087321,NULL,34447,36
1675,우국리더스빌,1135010300,공릉동,2006,757,37.6260218,127.070208,NULL,32775,4
1676,삼익4단지아파트,1135010300,공릉동,1994,714,37.6298477,127.0719356,NULL,30460,26
1677,청솔(시영7),1135010400,하계동,1989,274,37.6323983,127.0711142,NULL,32563,51
1678,벽산,1135010400,하계동,1988,271-3,37.6354318,127.0644563,NULL,49143,36
1679,상계불암대림,1135010500,상계동,2000,1289,37.6631716,127.0770146,NULL,48342,30
1680,우림루미아트1,1135010500,상계동,2004,1306,37.67463499999999,127.0560246,NULL,50533,6
1681,한양,1135010500,상계동,1988,757,37.6515825,127.0672761,NULL,55435,17
1682,송이월드B동,1135010500,상계동,2004,1101-33,37.6759622,127.0520922,NULL,27900,1
1683,노원IPARK,1135010500,상계동,2009,1318,37.6595599,127.0691688,NULL,59672,18
1684,중계현대2,1135010600,중계동,1991,435-1,37.6559211,127.0740319,NULL,48863,27
1685,양지마을(대림)1,1135010600,중계동,1998,587,37.6510805,127.0704475,NULL,73151,35
1686,주공8,1135010600,중계동,1993,362-1,37.6462151,127.0751689,NULL,39609,32
1687,신안동진,1135010600,중계동,1993,364,37.649657,127.0782777,NULL,93677,26
1688,코지아뜨리에101,1135010600,중계동,2008,137-28,37.6619535,127.0751868,NULL,30267,3
1689,세양청마루,1135010200,월계동,2005,943,37.6206726,127.0605735,NULL,44433,3
1690,주공2,1135010200,월계동,1993,556,37.6281642,127.0527347,NULL,NULL,NULL
1691,주완위즈빌2,1135010300,공릉동,2005,504-5,37.62572249999999,127.0766169,NULL,29200,2
1692,진주브라운,1135010300,공릉동,2004,585-7,37.6217545,127.0765244,NULL,31450,1
1693,670-7,1135010300,공릉동,2016,670-7,37.6183099,127.0765239,NULL,17488,4
1694,삼익선경,1135010400,하계동,1993,255-1,37.6389469,127.076954,NULL,69600,18
1695,동양엔파트,1135010500,상계동,2003,1305,37.6575352,127.0639274,NULL,67623,13
1696,노원현대,1135010500,상계동,1997,359,37.6586789,127.0632818,NULL,55680,5
1697,대망드림힐1,1135010500,상계동,2003,1304,37.6760205,127.0582471,NULL,43456,8
1698,노원우성,1135010500,상계동,1992,1251,37.65792649999999,127.0650899,NULL,52450,4
1699,송이월드A동,1135010500,상계동,2004,1101-2,37.6760767,127.0520953,NULL,26500,1
1700,미도,1135010500,상계동,1988,766-1,37.6461282,127.0608649,NULL,54490,25
1701,현대2차,1135010500,상계동,1993,1078,37.6721481,127.0503973,NULL,39357,15
1702,소담빌,1135010500,상계동,2014,330-29,37.6564206,127.0663021,NULL,12500,1
1703,건영3,1135010600,중계동,1995,360-15,37.6485488,127.0744872,NULL,85622,43
1704,이연아마빌레,1135010600,중계동,2003,58-34,37.6466732,127.0826036,NULL,53133,3
1705,양지마을(대림)2,1135010600,중계동,1999,588,37.65314,127.0721422,NULL,58714,33
1706,중계3벽산,1135010600,중계동,1999,592,37.6543472,127.0734928,NULL,51295,22
1707,현대그린,1135010600,중계동,1998,49,37.6467164,127.0844502,NULL,40667,3
1708,경남,1135010600,중계동,1989,505,37.6387354,127.0624762,NULL,57757,27
1709,"꿈의숲 SK VIEW",1135010200,월계동,2016,949,37.6277451,127.0568215,NULL,66605,36
1710,대동,1135010200,월계동,1997,925,37.6218076,127.0603111,NULL,39562,4
1711,우남그랜드,1135010200,월계동,2001,930,37.6157119,127.06732,NULL,50500,6
1712,광덕파크빌아파트,1135010300,공릉동,2003,752,37.6225929,127.0772707,NULL,39850,2
1713,"노원 프레미어스 엠코",1135010300,공릉동,2016,670-20,37.6185055,127.0761919,NULL,66580,10
1714,대주파크빌아파트,1135010300,공릉동,2003,751,37.6209872,127.0721976,NULL,48925,4
1715,효성아파트,1135010300,공릉동,1999,746,37.6238512,127.0811351,NULL,NULL,NULL
1716,비콘드림힐2,1135010500,상계동,2005,1308,37.676808,127.058016,NULL,40000,1
1717,양우,1135010500,상계동,2002,1299,37.6562167,127.070949,NULL,52833,3
1718,비콘드림힐3,1135010500,상계동,2005,1310,37.6591661,127.0618805,NULL,44000,3
1719,상계주공10(저층),1135010500,상계동,1988,666,37.6629991,127.05545,NULL,38194,9
1720,희락,1135010500,상계동,1997,1280,37.6711378,127.0572274,NULL,25000,1
1721,신이모닝빌,1135010500,상계동,2002,1298,37.6533833,127.0698477,NULL,41875,4
1722,임광,1135010500,상계동,1989,694,37.6606791,127.057048,NULL,77208,12
1723,수락현대,1135010500,상계동,1995,1272,37.6751095,127.0596982,NULL,45100,5
1724,상계우방유쉘,1135010500,상계동,2000,1295,37.671993,127.0567903,NULL,50783,6
1725,상계주공2(고층),1135010500,상계동,1988,740,37.6498073,127.0587425,NULL,NULL,NULL
1726,성원1,1135010600,중계동,1996,580,37.6502096,127.0700425,NULL,64356,16
1727,주공10,1135010600,중계동,1995,360-16,37.6479681,127.0730587,NULL,55340,10
1728,신안,1135010600,중계동,1999,590,37.6514232,127.0720887,NULL,60944,16
1729,극동의푸른별1차,1135010600,중계동,2005,600,37.6448356,127.0817413,NULL,47000,1
1730,삼창,1135010200,월계동,1985,448-3,37.6182774,127.0599704,NULL,NULL,NULL
1731,성북역신도브래뉴,1135010200,월계동,2005,941,37.6230565,127.0588488,NULL,50960,5
1732,서광,1135010200,월계동,1994,922,37.6230982,127.0648884,NULL,47625,4
1733,우남(저층),1135010200,월계동,1984,492-1,37.6149417,127.061776,NULL,61667,3
1734,신명아파트,1135010300,공릉동,1995,382-14,37.6249459,127.0708864,NULL,26000,2
1735,태승훼미리아파트,1135010300,공릉동,2009,759,37.6291703,127.076214,NULL,41150,2
1736,참다움아파트,1135010300,공릉동,2012,395-6,37.6255173,127.073998,NULL,30950,2
1737,공릉2신도브래뉴아파트,1135010300,공릉동,2002,749,37.6255708,127.0719797,NULL,49217,6
1738,씨엠아파트,1135010300,공릉동,2006,568-6,37.6226914,127.0732763,NULL,29500,1
1739,청솔브레싱B동,1135010300,공릉동,2003,380-10,37.626256,127.0706616,NULL,26000,1
1740,청솔,1135010500,상계동,2003,1049-43,37.6740506,127.0533658,NULL,23100,2
1741,상계주공2(저층),1135010500,상계동,1987,740,37.6498073,127.0587425,NULL,45900,6
1742,상계주공3(고층),1135010500,상계동,1988,730-2,37.6523009,127.0606024,NULL,NULL,NULL
1743,대동황토빌라트,1135010500,상계동,1999,1021-12,37.6713047,127.0577002,NULL,48250,2
1744,상계주공3(저층),1135010500,상계동,1987,737,37.6517657,127.0582407,NULL,62267,3
1745,대림벽산(363),1135010600,중계동,1993,363,37.6472483,127.0778939,NULL,100067,15
1746,현대2(4차),1135010600,중계동,1993,578,37.6479339,127.0844885,NULL,44125,4
1747,대호,1135010600,중계동,2000,591,37.6597817,127.0731906,NULL,42625,4
1748,진로유통조합대림,1135010600,중계동,1992,78,37.6489933,127.0816753,NULL,46990,10
1749,청암3단지(582),1135010600,중계동,2003,582,37.6602947,127.0789894,NULL,44340,10
1750,동도센트리움(601),1135010600,중계동,2005,601,37.6580956,127.0732796,NULL,64575,4
1751,현대(고려)아파트,1135010300,공릉동,1999,590-1,37.620824,127.0772461,NULL,38071,7
1752,현대4차,1135010500,상계동,1995,1271,37.6730533,127.0505887,NULL,39150,4
1753,코지한주,1135010500,상계동,2006,가-6040-35,37.67633319999999,127.0556596,NULL,46500,1
1754,한창늘푸른,1135010500,상계동,2003,925-1,37.6712989,127.0507902,NULL,43450,2
1755,한신월드,1135010600,중계동,2005,68-1,37.6484146,127.0836089,NULL,26000,1
1756,건양노블레스빌,1135010200,월계동,2003,938,37.61718080000001,127.0664374,NULL,51480,5
1757,라메즈아파트,1135010300,공릉동,2004,575-24,37.6213458,127.0733519,NULL,32000,1
1758,주완위즈빌,1135010300,공릉동,2004,351-2,37.6234435,127.0787646,NULL,30000,1
1759,서진프라자아파트,1135010300,공릉동,1997,492-3,37.6233092,127.0718674,NULL,27700,1
1760,센트럴타워,1135010500,상계동,2005,581-2,37.6580999,127.0617375,NULL,30000,1
1761,건영,1135010500,상계동,2003,1321,37.6686023,127.0780169,NULL,34300,2
1762,성원2,1135010600,중계동,1995,581,37.66102559999999,127.0750895,NULL,41867,3
1763,한일2,1135010200,월계동,2000,927,37.6211569,127.0619845,NULL,48538,4
1764,청수대아파트,1135010300,공릉동,2005,270-47,37.6203694,127.0807622,NULL,36000,1
1765,하늘공원아파트(102동),1135010300,공릉동,2007,222-4,37.6249285,127.0803968,NULL,34900,1
1766,화인상가,1135010600,중계동,1994,579,37.6493794,127.0813895,NULL,26650,2
1767,우남푸르미아,1135010200,월계동,2006,946,37.6325778,127.056933,NULL,46950,2
1768,백영아파트,1135010300,공릉동,2004,593-6,37.6207647,127.0757697,NULL,28750,2
1769,청구3,1135010400,하계동,1996,251-12,37.6395384,127.0727578,NULL,56700,1
1770,플라체76,1135010300,공릉동,2014,661-20,37.6189351,127.0775493,NULL,11487,90
1771,비콘드림힐(602),1135010600,중계동,2005,602,37.6585221,127.0759524,NULL,56000,1
1772,대림한숲,1138010100,수색동,2003,415-1,37.5867485,126.8998503,NULL,54890,54
1773,현재맨션,1138010200,녹번동,1993,35-122,37.6030161,126.9336763,NULL,43500,1
1774,북한산푸르지오,1138010200,녹번동,2015,281,37.6034953,126.9321587,NULL,84113,64
1775,북한산현대홈타운,1138010300,불광동,2004,633,37.6117844,126.9338218,NULL,64767,24
1776,불광롯데캐슬,1138010300,불광동,2018,645,37.6183087,126.9390451,NULL,73100,31
1777,북한산래미안아파트(2단지),1138010300,불광동,2010,637,37.6110923,126.9373043,NULL,72754,13
1778,북한산대창센시티,1138010300,불광동,2004,71-16,37.6252127,126.9294793,NULL,46553,15
1779,"대호프라자 아파트",1138010300,불광동,2000,631-1,37.6147032,126.9329567,NULL,43604,12
1780,북한산힐스테이트1차아파트,1138010300,불광동,2009,635,37.6125348,126.9370924,NULL,65688,17
1781,청송,1138010300,불광동,2003,30,37.6231066,126.9333078,NULL,38800,1
1782,"북한산 한양 수자인 아파트",1138010300,불광동,2006,636,37.6216556,126.932377,NULL,42300,10
1783,미미,1138010400,갈현동,1997,538,37.6188712,126.9136949,NULL,40286,14
1784,역촌맨션,1138010400,갈현동,1973,467-2,37.613593,126.9163338,NULL,26094,9
1785,힐튼,1138010400,갈현동,2007,327-15,37.6161151,126.9099948,NULL,43000,1
1786,라이프시티,1138010400,갈현동,1991,267-1,37.6228218,126.9107148,NULL,29925,8
1787,현재트윈빌,1138010400,갈현동,2001,542-1,37.6165737,126.9084284,NULL,45542,6
1788,베로니스,1138010400,갈현동,2017,468-5,37.6126191,126.9161531,NULL,28200,1
1789,이안,1138010500,구산동,2009,308-81,37.61687149999999,126.9041979,NULL,18500,1
1790,엔에스,1138010500,구산동,2003,26-41,37.6076388,126.9102477,NULL,18500,1
1791,경남아너스빌,1138010500,구산동,2004,224,37.6053185,126.9053573,NULL,44472,23
1792,갈현1단지e-편한세상,1138010500,구산동,2004,547,37.6118567,126.9061721,NULL,45048,21
1793,신호(199-24),1138010500,구산동,2008,199-24,37.6128866,126.913099,NULL,37700,1
1794,효민아크로뷰,1138010600,대조동,2018,12-8,37.6096982,126.9275158,NULL,27500,1
1795,주주베에이,1138010600,대조동,2014,9-14,37.6106242,126.9284754,NULL,13920,5
1796,미래하임,1138010600,대조동,2012,6-17,37.6112465,126.9278504,NULL,23043,7
1797,호림리슈리안,1138010600,대조동,2018,172-75,37.6092625,126.9208352,NULL,44575,8
1798,삼흥리치,1138010700,응암동,2016,117-54,37.5967558,126.9193128,NULL,38025,6
